tweets,label,preprocess_tweets
RT @standardnews: Scaremongering' David Cameron repeats claim Isis want Brexit in BBC debate https://t.co/T3znIJy9Yt https://t.co/uQwDFTpSyC,leave,rt : scaremongering ' david cameron repeats claim isis want brexit in bbc debate <url> <url>
RT @tomchapman16: Jeremy Corbyn today admitted we can't control immigration inside the EU &amp; Cameron refuses to veto Turkey joining. Safer c…,leave,rt : jeremy corbyn today admitted we can't control immigration inside the eu amp ; cameron refuses to veto turkey joining safer c …
"RT @MrHarryCole: After audience yelling for him to veto the deal, the PM said: “Let me explain why Britain has always been very favourable…",stay,rt : after audience yelling for him to veto the deal the pm sai <smile> “ let me explain why britain has always been very favourable …
"RT @MrHarryCole: 2. PM will you veto Turkey?     “It’s not going to come up.""  3:   “I’m not going to be PM in three decades time.""  4. ""it…",stay,"rt : <number> pm will you veto turkey “ it ’ s not going to come up "" <number> “ i ’ m not going to be pm in three decades time "" <number> "" it …"
"RT @MrHarryCole: 1. PM will you veto Turkey?    “Well I don’t think it’s going to happen for decades""",leave,"rt : <number> pm will you veto turkey “ well i don ’ t think it ’ s going to happen for decades """
BBC Reality Check calls out David Cameron on his fibs tonight #bbcqt #VoteLeave https://t.co/gDpUBS7Ht9,leave,bbc reality check calls out david cameron on his fibs tonight <hashtag> <hashtag> <url>
"PM couldn't answer the question, but Gove couldn't be clearer: it's EU &amp; UK Govt policy for Turkey to join EU #bbcqt https://t.co/MjjLNMd8h9",stay,pm couldn't answer the question but gove couldn't be clearer : it's eu amp ; uk govt policy for turkey to join eu <hashtag> <url>
RT @ruminantsheep: Seeing as PM mentioned car makers this evening. Worth remembering this #Brexit #bbcqt https://t.co/oaQqrW5wel,stay,rt : seeing as pm mentioned car makers this evening worth remembering this <hashtag> <hashtag> <url>
RT @Vote_LeaveMedia: When we #VoteLeave we can take back control of our money and invest in OUR priorities #bbcqt,leave,rt : when we <hashtag> we can take back control of our money and invest in our priorities <hashtag>
More untruths from David Cameron tonight #bbcqt #VoteLeave https://t.co/gDpUBS7Ht9,leave,more untruths from david cameron tonight <hashtag> <hashtag> <url>
RT @PeterSweden7: #bbcqt #questiontime #VoteLeave #LeavEU #EUref https://t.co/KMdTl8Fht0,leave,rt : <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <url>
RT @BBCRealityCheck: Not quite. EU migrants can claim unemployment benefit after 3 months  https://t.co/NFkPPCLQKK #bbcqt #EUref https://t.…,leave,rt : not quite eu migrants can claim unemployment benefit after <number> months <url> <hashtag> <hashtag> <url> …
More IN campaign chaos: Corbyn admits you can't limit EU migration &amp; Cameron refuses to say whether he'll veto Turkey joining the EU #bbcqt,leave,more in campaign chaos : corbyn admits you can't limit eu migration amp ; cameron refuses to say whether he'll veto turkey joining the eu <hashtag>
RT @SuzanneEvans1: It's clear from PM's performance on #bbcqt this evening that the safer option is to #VoteLeave,leave,rt : it's clear from pm's performance on <hashtag> this evening that the safer option is to <hashtag>
RT @EUAreKidding: @andrealeadsom indeed - and the british embassy in Ankara is preparing for it : https://t.co/rQ1i5tJmY0,stay,rt : indeed - and the british embassy in ankara is preparing for it : <url>
RT @Harsimrat__Kaur: Lets #voteleave to take back control of our laws https://t.co/xSZicaJtaj,leave,rt : lets <hashtag> to take back control of our laws <url>
RT @MitchellGoldie: How many times did the PM avoid answering whether he would veto Turkey joining the EU? #VoteLeave #TakeControl,leave,rt : how many times did the pm avoid answering whether he would veto turkey joining the eu <hashtag> <hashtag>
RT @DanHannanMEP: The EU gave Ford a grant to relocate from Southampton to Turkey. Remainers have the nerve to preach at car-workers.  http…,stay,rt : the eu gave ford a grant to relocate from southampton to turkey remainers have the nerve to preach at car-workers http …
Remember this? #VoteLeave #bbcqt https://t.co/S2tL3XHLf9,leave,remember this <hashtag> <hashtag> <url>
Cameron claims there isn't going to be an EU army. Has he seen this video about the EU military force? #bbcqt https://t.co/kPp9iersSN,stay,cameron claims there isn't going to be an eu army has he seen this video about the eu military force <hashtag> <url>
"Cameron avoided answering questions on Turkey because he said he wouldn't be PM when it happens. He may not care, but the public do #bbcqt",leave,cameron avoided answering questions on turkey because he said he wouldn't be pm when it happens he may not care but the public do <hashtag>
"RT @BrexitInJune: Striking that the issue of Parliamentary sovereignty was not raised in #bbcqt.  However, that is the principal issue of t…",stay,rt : striking that the issue of parliamentary sovereignty was not raised in <hashtag> however that is the principal issue of t …
RT @geraldhowarth: EU law is supreme over UK law. We do not have control. #bbcqt #VoteLeave,leave,rt : eu law is supreme over uk law we do not have control <hashtag> <hashtag>
RT @timothy_stanley: Passed a house flying a small Union Jack. Gave them a thumbs up. Got a wave through the window.,leave,rt : passed a house flying a small union jack gave them a thumbs up got a wave through the window
RT @WomenforBritain: Well it's clear the real champions of #bbcqt this evening were the audience! #VoteLeave,leave,rt : well it's clear the real champions of <hashtag> this evening were the audience <hashtag>
"RT @NadineDorriesMP: British embassies have dedicated teams to help Turkey, Serbia and others join the EU. The PM has lost the truth plot.…",leave,rt : british embassies have dedicated teams to help turkey serbia and others join the eu the pm has lost the truth plot …
"RT @JamesDelingpole: Our side has all the logic, the truth, the poetry. Theirs has - well, I'm not sure I'd wish to sully myself by going t…",stay,rt : our side has all the logic the truth the poetry theirs has - well i'm not sure i'd wish to sully myself by going t …
Here's what Cameron didn't tell you tonight...amongst other things #bbcqt #VoteLeave https://t.co/I0ZOP6fa58,leave,here's what cameron didn't tell you tonightamongst other things <hashtag> <hashtag> <url>
"RT @JuliaHB1: I'm not ignorant, xenophobic or backward looking. But I believe in British democracy. I just voted Leave #EURef. https://t.co…",stay,rt : i'm not ignorant xenophobic or backward looking but i believe in british democracy i just voted leave <hashtag> <url> …
"RT @JTeesdale1: #bbcqt The EU won't even do public deals, it's all behind closed doors and kept secret. That's not a union i want to be in.",stay,rt : <hashtag> the eu won't even do public deals it's all behind closed doors and kept secret that's not a union i want to be in
"Cameron grilled by the #bbcqt audience on Turkey and immigration, but he had no answers. The safer choice is to #TakeControl on Thursday",leave,cameron grilled by the <hashtag> audience on turkey and immigration but he had no answers the safer choice is to <hashtag> on thursday
RT @JamesDelingpole: Here is the Spectator editorial https://t.co/64zqJLpzti,stay,rt : here is the spectator editorial <url>
Corbyn tells the truth: being in the EU means unlimited immigration. Shame Cameron kept ducking the question #bbcqt https://t.co/p1or04bhdG,leave,corbyn tells the truth : being in the eu means unlimited immigration shame cameron kept ducking the question <hashtag> <url>
"RT @MitchellGoldie: PM said he would limit immigration to the tens of thousands. Last year, 270,000 people came to this country from the EU…",stay,rt : pm said he would limit immigration to the tens of thousands last year <number> people came to this country from the eu …
"We are paying almost £2bn for Turkey, Albania, Macedonia, Montenegro and Serbia to join the EU. How will our NHS cope? #bbcqt",stay,we are paying almost <number> bn for turkey albania macedonia montenegro and serbia to join the eu how will our nhs cope <hashtag>
Even Cameron admits that the UK would benefit from controlling immigration #bbcqt #VoteLeave https://t.co/xvgnckwY5S,leave,even cameron admits that the uk would benefit from controlling immigration <hashtag> <hashtag> <url>
"RT @BBCNews: David Cameron asked if he's a ""21st Century Neville Chamberlain"" during #bbcqt #EURef debate https://t.co/slOCKdj5NP https://t…",leave,"rt : david cameron asked if he's a "" <number> st century neville chamberlain "" during <hashtag> <hashtag> debate <url> <url> …"
"RT @DanHannanMEP: For once, these chaps are asking for your vote. It won't happen again. Will you give it to them? #VoteLeave https://t.co/…",leave,rt : for once these chaps are asking for your vote it won't happen again will you give it to them <hashtag> <url> / …
"RT @Vote_LeaveMedia: If Turkey are not joining, WHY does it say this on the embassy website? https://t.co/sSSaynQ2gL #VoteLeave #bbcqt http…",leave,rt : if turkey are not joining why does it say this on the embassy website <url> <hashtag> <hashtag> http …
RT @bbcquestiontime: An audience member tells the PM he can't expect to control immigration while remaining in the EU #bbcqt #EUref https:/…,stay,rt : an audience member tells the pm he can't expect to control immigration while remaining in the eu <hashtag> <hashtag> https : / …
RT @LeeVoteLeave: Cameron's car crash #bbcqt performance will make many more people take back control and #VoteLeave #EUref https://t.co/WB…,leave,rt : cameron's car crash <hashtag> performance will make many more people take back control and <hashtag> <hashtag> <url> …
"Cameron promised to get migration down to the tens of thousands, but this is impossible inside the EU #bbcqt https://t.co/cIaM5Dxhj7",stay,cameron promised to get migration down to the tens of thousands but this is impossible inside the eu <hashtag> <url>
RT @Cricket4Britain: Apparently the EU isn't going to have an army. #VoteLeave https://t.co/cFX7yOHd3d,leave,rt : apparently the eu isn't going to have an army <hashtag> <url>
RT @Vote_LeaveMedia: PM said he wanted to pave the road from Ankara to Brussels #bbcqt #VoteLeave https://t.co/gV6uD3HtlI,leave,rt : pm said he wanted to pave the road from ankara to brussels <hashtag> <hashtag> <url>
RT @Italians4Brexit: #bbcqt #EUref https://t.co/XVmsTGBLwT,stay,rt : <hashtag> <hashtag> <url>
"RT @DouglasCarswell: UK Embassy in Turkey: ""We have a dedicated team working on projects to improve Turkey’s prospects of joining the EU"" h…",leave,"rt : uk embassy in turkey : "" we have a dedicated team working on projects to improve turkey ’ s prospects of joining the eu "" h …"
"RT @tomchapman16: Remain have no answers on how to control EU open door immigration. No plan to protect public services like NHS, housing o…",stay,rt : remain have no answers on how to control eu open door immigration no plan to protect public services like nhs housing o …
